-5.000000000000000000e+00,0.000000000000000000e+00,2.411631290238146986e-10,-3.580000000000000000e+11,-3.680000000000000000e+11
-1.000000000000000000e+00,0.000000000000000000e+00,2.411630883873624218e-10,-3.580000000000000000e+11,-3.840000000000000000e+11
5.000000000000000000e+00,0.000000000000000000e+00,2.411631345620350376e-10,-3.580000000000000000e+11,-4.070000000000000000e+11
0.000000000000000000e+00,-9.000000000000000000e+00,2.411608123939364959e-10,-3.257800000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,8.000000000000000000e+00,2.411644279441222123e-10,-3.866400000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,1.000000000000000000e+00,2.411630433350527153e-10,-3.615800000000000000e+11,-3.880000000000000000e+11
8.000000000000000000e+00,0.000000000000000000e+00,2.411629143103215496e-10,-3.580000000000000000e+11,-4.190000000000000000e+11
0.000000000000000000e+00,-1.000000000000000000e+00,2.411627687451298978e-10,-3.544200000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,-5.000000000000000000e+00,2.411622975403574916e-10,-3.401000000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,6.000000000000000000e+00,2.411642269980057852e-10,-3.794800000000000000e+11,-3.880000000000000000e+11
4.000000000000000000e+00,0.000000000000000000e+00,2.411633236212782551e-10,-3.580000000000000000e+11,-4.030000000000000000e+11
0.000000000000000000e+00,3.000000000000000000e+00,2.411639637795245313e-10,-3.687400000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,-8.000000000000000000e+00,2.411615999724824575e-10,-3.293600000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,4.000000000000000000e+00,2.411637634062023475e-10,-3.723200000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,-2.000000000000000000e+00,2.411622024647978935e-10,-3.508400000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,9.000000000000000000e+00,2.411655280681457329e-10,-3.902200000000000000e+11,-3.880000000000000000e+11
1.000000000000000000e+01,0.000000000000000000e+00,2.411628001110198244e-10,-3.580000000000000000e+11,-4.260000000000000000e+11
0.000000000000000000e+00,-3.000000000000000000e+00,2.411628144242140517e-10,-3.472600000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,7.000000000000000000e+00,2.411648940257066201e-10,-3.830600000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,-1.000000000000000000e+01,2.411610879968191080e-10,-3.222000000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,-7.000000000000000000e+00,2.411618645652604510e-10,-3.329400000000000000e+11,-3.880000000000000000e+11
7.000000000000000000e+00,0.000000000000000000e+00,2.411631298924346300e-10,-3.580000000000000000e+11,-4.150000000000000000e+11
-7.000000000000000000e+00,0.000000000000000000e+00,2.411637413622564907e-10,-3.580000000000000000e+11,-3.600000000000000000e+11
0.000000000000000000e+00,2.000000000000000000e+00,2.411642754235354890e-10,-3.651600000000000000e+11,-3.880000000000000000e+11
-8.000000000000000000e+00,0.000000000000000000e+00,2.411635999546370352e-10,-3.580000000000000000e+11,-3.570000000000000000e+11
0.000000000000000000e+00,5.000000000000000000e+00,2.411639770723165615e-10,-3.759000000000000000e+11,-3.880000000000000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,2.411631041448689544e-10,-3.580000000000000000e+11,-3.880000000000000000e+11
-6.000000000000000000e+00,0.000000000000000000e+00,2.411629707632322288e-10,-3.580000000000000000e+11,-3.640000000000000000e+11
-9.000000000000000000e+00,0.000000000000000000e+00,2.411632405602175633e-10,-3.580000000000000000e+11,-3.530000000000000000e+11
2.000000000000000000e+00,0.000000000000000000e+00,2.411634706804552869e-10,-3.580000000000000000e+11,-3.950000000000000000e+11
